brand,product_name
联想（Lenovo）,联想（Lenovo） 商用台式机电脑带串口/PCI启天B4550/B4650升级B415 主机(无显示器) 标配i5-7500/4G/1T/DVD/集成显卡
nextfun,nextfun E3-1231 V3主机E5 2680电脑十核32G台式机10工作室游戏多开模拟器 E3 1230/8G/独显1G
戴尔（DELL）,戴尔（DELL） OptiPlex 7060MT 八代I7六核商用办公台式电脑7050MT升级 单主机（含键盘、鼠标） 定制i5-8500/8G/1T+128G/集显
联想（ThinkStaion）,联想（ThinkStaion） P410工作站 塔式图形工作站主机 台式机 E5-1603V4（无集显） 特别定制请联系客服
联想（ThinkCentre）,联想ThinkCentre E75台式机电脑企业税控商用采购i3/i5九针串口 兼容win7系统 原封G3900/4G/500G/集显 @0VCD 主机 无显示器
戴尔（DELL）,戴尔（DELL） 成就Vostro 3668-R2938/R19N9 商用台式机电脑 配E2218HV 21.5英寸显示器 i7-四核 16G1T+256G固态2G独显 定制
戴尔（DELL）,戴尔（DELL）成就Vostro3668商务办公税控台式机i5-7400处理器可后装win7系统 单主机（无显示器） 8G/1T/GT745-4G/定制
天虹,天虹 台式一体机电脑家用23.8英寸 酷睿i7/8G/1TB机械+120G固态
戴尔（DELL）,戴尔（DELL） OptiPlex7050MT商用台式电脑主机 i7高配定制版 电脑整机 单主机 + ( 无显示器-含键鼠) i7-7700 16G 1T RW 4G独显
nextfun,酷睿i5主机GTX1050Ti 吃鸡游戏组装电脑LOL台式机DIY家用办公1060组装机8400 主机+吃鸡曲面23寸游戏显示器 配置六 酷睿i7 GTX1060全特效
佐瀚（zuohan）,佐瀚（zuohan） i5四核/八核绝地求生/4g独显/商务家用办公游戏台式电脑主机整机 A8四核/8G/120G/4G独显—畅玩游戏
戴尔（DELL）,戴尔（DELL） OptiPlex 7060MT 高端商用六核台式机电脑 7050MT升级款 单主机丨带键盘鼠标 i7-8700丨8G丨2T丨RX550-4G独显
戴尔（DELL）,戴尔（DELL） 高性能商用台式机电脑主机成就-R19N8R八代六核 i7-8700 16GB 1T+256G固态 GTX750TI-4G独显 定制
联想（Lenovo）,联想（Lenovo） 启天M410/M415 15升商用办公台式机电脑 主机+19.5英寸显示器 M410 i5-6500/8G/1T/集显 定制
惠普（HP）,惠普（HP） 280 PRO G3MT 企业办公台式电脑整机 7代i5-7500 【8G 1TB硬盘】定制版 主机+23.8英寸显示器
戴尔（DELL）,戴尔（DELL） 高性能商用台式机电脑主机成就-R19N8R八代六核 i7-8700 16GB 1T+256G固态 R5430-2G独显 定制
联想（Lenovo）,联想（Lenovo）P318图形工作站主机 18L台式机箱 游戏 设计 VR 深度学习等图形处理 酷睿四核 i5-6500 4核3.2G 8G内存1T硬盘/集成显卡
惠普（HP）,惠普（HP） 390系列 商用台式机 办公财务开票电脑主机 带串口 单主机 i3-8100 8G 1T 定制
戴尔（DELL）,戴尔（DELL） 成就3268 迷你台式电脑小主机 单主机 I3-7100/8G/1T/2G独显/定制版
联想（Lenovo）,联想扬天M5200k M5300k商用办公台式电脑整机家用娱乐电脑 主机+19.5英寸商用显示器 M5200k A6-8570 4G 500G
微星（MSI）,微星（MSI） 宙斯盾3 Aegis38代”芯“品 电竞主播吃鸡游戏品牌台式电脑主机 6.i7/1060-6G/8G/128G+1T
漫多（amoudo）,漫多（amoudo） 迷你主机台式电脑i5酷睿i7家用办公商务微型电脑整机小主机 Intel酷睿i5-4200U 黑 8G内存+120G固态硬盘/核心显卡/WIFI
联想（Lenovo）,联想（Lenovo）扬天M2600k 商用台式办公电脑主机（双核/4G/500G/DVD/W10）
戴尔（DELL）,戴尔（DELL） Vostro 3268-R13N8 商用办公台式机电脑 家用迷你小机箱可改WIN7 单主机（含键盘 鼠标） i3-7100 8G 1T 2G独显 定制
克瑞丝丽（Cooryslee）,克瑞丝丽（Cooryslee） K980瘦客户机i3i5迷你主机微型台式税控DIY工控机 I3 3代 4G/64G SSD/wifi
戴尔（DELL）,戴尔（DELL） Vostro成就系列-R13N8 商用办公台式机电脑可WIN7 板载pci丰富拓展 配E2216HV 21.5英寸显示器 i3-6100 4G 1T+128G固态 定制
戴尔（DELL）,戴尔（DELL） Vostro成就系列 商用台式电脑 企业办公主机 八代六核i5-8400 8GB 1T+256G固态 核心显卡 定制 带23.6英寸显示器-SE2417HG
惠普（HP）,惠普（HP） 280 Pro G4 MT商用办公台式机电脑主机280 G3升级款 单主机含键盘鼠标 i3-8100 4G 500G+128G 无光驱
联想（Lenovo）,【轻办公】联想（Lenovo）扬天M4900k 商用办公台式机电脑七代处理器 15L机箱 【定制】i3-7100 8GB内存 1TB 核显 单主机(无显示器)
惠普（HP）,惠普（HP） 暗影精灵880-177cn游戏台式机 i7-8700四核 1T+128G固态 主机+24英寸显示器99%sRGB 16G内存 GTX1070 8G独显 升级版
惠普（HP）,惠普（HP） 光影精灵690 吃鸡游戏台式电脑主机 三年上门 i7-8700酷睿六核 GTX1060 主机+23英寸纤薄显示器 8G 128GSSD+1T 6G独显 标配
惠普（HP）,惠普（HP）Z2mini台式机 工作站（3SG10PA） I7-7700/16G/1TB+512 Z Turbo/M620+530高清显卡/W10H/三年保修
戴尔（DELL）,戴尔（DELL） OptiPlex 7050MT 商用办公台式机电脑主机7040MT升级 带E2318H 23英寸显示器 i5-7500 8G 1T+128G固态 2G独显
JIALAIBAO,JIALAIBAO 嘉莱宝6代酷睿i5迷你主机 台式电脑主机 微型台式机HTPC云终端 酷睿I5-6200U 8G内存256G/M.2固态
戴尔（DELL）,戴尔（DELL） 7040MT/7050MT商务办公台式机电脑主机 7050MFF丨迷你机箱 WIFI I5-7500T丨8G丨500G丨蓝牙
戴尔（DELL）,戴尔（DELL） OptiPlex 7060MT 设计绘图3D渲染建模台式机电脑 后期制作图形工作站 六核i7-8700 32G 1T+256G固态 P1000-4G专业图形显卡
惠普（HP）,惠普（HP） ProDesk 285G2 G3 MT 四核商用办公品牌整机套机单主机台式机电脑 A4-7350 4G 500G 带光驱 集显 主机+24英寸显示器
JIALAIBAO,JIALAIBAO 嘉莱宝迷你主机i5/i7 HTPC微型台式电脑主机 高配4K办公游戏 酷睿八代I7-8550U 8G内存+128GM.2固态硬盘/WIFI/蓝牙
长城（Great,长城（Great Wall）电脑主机台式吃鸡游戏商用办公电脑整套 主机+23.8英寸显示器 8代i5/16G/120G+1T/1050Ti独显
惠普（hp）,惠普（hp） Z240SFF 图形工作站 台式机电脑主机 图形视频制作 数据处理 家用办公 酷睿i5-7500 4核 8G NECC/1TB/集成显卡
惠普（HP）,惠普（HP）商用迷你台式机电脑主机瘦身小机箱I3-8100 主机搭载21.5英寸显示器 8G内存128G固态+1T机械定制版
戴尔（DELL）,戴尔（DELL） Vostro成就-R24N8可装win7系统财务开票i5台式机电脑带光驱DVD 主机+21.5英寸显示器 I5-7400/4G/1T+128G固态/定制
微星（MSI）,微星（MSI） 哈迪斯NightBladeMI3客厅迷你HTPC电竞主播吃鸡游戏品牌台式电脑主机 1.i3/1060-6G/8G/128+1T
联想（Lenovo）,联想（Lenovo） 510A-15 商用家用办公台式机电脑 企业办公台式机 兼容win7 主机+21.5英寸显示器 定制：i3-7100/8G/1T/GT730 2G
梵泰（FOTEN）,梵泰（FOTEN） AMD四核商业办公迷你台式电脑整机 主机+21.5英寸显示器 四核+4G内存+120G固态硬盘
狄派,狄派 （hiapad） 一体机电脑 酷睿i5 i7 家用娱乐商务办公一体机 台式电脑 21.5英寸(酷睿i7 8G+240G SSD)
惠普（HP）,惠普（HP） 台式电脑 商用 财务开票税控专用主机 开发票台式机办公整机Win7 G3930主机+21.5英寸显示器
玖嘉久,玖嘉久 酷睿i5/I7/六核1050TI独显组装家用商务办公吃鸡大型游戏台式机电脑主机整机 电脑主机+21.5英寸显示器(整套全套) 套餐一（四核+独显+128G固态）
彐星（XUEXING）,彐星（XUEXING） 18.5-27英寸一体机电脑办公家用独显游戏台式主机整机 A12套餐:i5 4200H/4G/128G 27英寸
戴尔（DELL）,戴尔（DELL） OptiPlex 3050MT商用办公台式电脑主机 3046MT升级款 带E2016HV显示器 19.5英寸 i3-7100 8G1T+128G 2G独显定制
联想（Lenovo）,联想（Lenovo） 台式机电脑拯救者刃7000 吃鸡游戏直播电竞图形工作站兼容Win7/10带光驱 主机 + 27英寸IPS显示器 2K分辨率 i7 16G 1T+256G GTX1080-8G
戴尔（DELL）,戴尔（DELL） OptiPlex 3050MT商用办公台式电脑主机 3046MT升级款 带E2216HV显示器 21.5英寸 i3-7100 8G1T+256G 集显 定制
戴尔（DELL）,戴尔（DELL） 成就3268-R23N8B商用办公台式机迷你主机 i3双核 4G 1T 主机+SE2416HM（23.8英寸显示器） 8G/128G+1T/英特尔HD集显/定制
戴尔（DELL）,戴尔（DELL） 5060MT台式电脑整机 商用办公 8代I7-8700 主机含23.8英寸U2417H升降显示器 8G/128G固态+1T/GTX1050显卡
戴尔（DELL）,戴尔（DELL）图形工作站T3620主机/台式塔式绘图渲染设计PS 三年保修带键鼠 酷睿四核I7-6700 3.4GHz处理器 16G内存 2TB硬盘 P2000 5G显卡
戴尔（DELL）,戴尔（DELL） OptiPlex 7050MT 商用办公台式电脑主机 7040MT升级 带E2216HV 21.5英寸显示器 i7-7700 8G内存 1TB 集成显卡
惠普（hp）,ProDesk 400 G4 DM 商务办公家用迷你台式机电脑 单主机整机品牌套机 i3 8100T 4G 500G WIFI 单主机【含键盘鼠标】
联想（Lenovo）,联想（Lenovo） 台式机 扬天M2601K 家庭商务办公娱乐游戏电脑 WIN10 主机+23英寸显示器 英特尔处理器 G3930 8G内存 500G 定制
联想（ThinkStation）,联想（ThinkStation） P410 图形工作站主机 大机箱 图形处理 台式工作站 E5-1630V4 32G内存256G+2T硬盘配P2000 5G独显
亚当贝尔,酷睿七代i3-7100/I5-7400可选购/8G / 台式电脑主机 I3-7100/8G/核显 1000G机械盘
戴尔（DELL）,戴尔（DELL） OptiPlex 7050MT 商用、商务台式机电脑主机办公整机大机箱 单主机 定制i5-7500/16G/1T/2G独显
海尔（Haier）,海尔（Haier） 乐享D1801 商用台式办公电脑主机 新品四核整机 搭配20.7英寸1080P全高清显示器 定制：四核J4105/4G/128G固态
联想（Lenovo）,联想（Lenovo） 天逸510S台式机电脑家用学习游戏商务办公小主机 兼容中英文Win7/10 主机 + 23英寸显示器 i7-7700 8G 1T+120G固态 2G独
佐瀚（zuohan）,佐瀚（zuohan） 酷睿i5四核/GTX1050TI 4G独显台式电脑主机家用商务办公游戏电脑整机 A8-7650K四核/8G/120G固态 电脑主机+19英寸显示器
联想（ThinkCentre）,联想（ThinkCentre）M6600T/M910T 高端商务台式机 i5 i7 商用办公电脑定制 I7-7700 16G 1T+240G 2G显卡 (23英寸液晶显示器)
微星（MSI）,微星（MSI） 海皇戟3 Trident 3八代 迷你电竞主播吃鸡VR游戏品牌台式电脑主机 5.i5/1060-6G/16G/256G+1T
联想（Lenovo）,联想商用台式机电脑ThinkCentre M910T企业办公台式电脑整机i5四核DVD刻录 单主机（含键鼠）无显示器 i5-7500 8G 1TB 2G独显 定制
戴尔（DELL）,戴尔微型迷你台式机电脑OptiPlex 7050MFF 7060MFF商用办公台式机电脑客厅htpc i5-7500T 8G 256G固态 Wifi 蓝牙 Win10
戴尔（DELL）,戴尔微型迷你台式机电脑OptiPlex 7050MFF 7060MFF商用办公台式机电脑客厅htpc i5-8500T 8G 1TB硬盘 Wifi 蓝牙 Win10
惠普（HP）,惠普（HP） 惠普(HP) 285 Pro G2 MT 商用台式机电脑 Win7 32位 A8 7600 4G 1T 无光驱 19.5显示器
品铂（PIPO）,品铂（PIPO） X8pro 7英寸触摸屏迷你一体机小电脑WIN10双系统小台式手机照片打印服务器 黑色 标配（平台物流发货）
惠普（HP）,惠普（HP）光影精灵2代 H370芯片组家用吃鸡游戏办公电竞台式机电脑主机 单主机+21英寸高清显示器 i7八代 16G高频 1T+128G 1060显卡
联想（Lenovo）,联想（Lenovo） 天逸510Pro 商用家用游戏设计制图台式机电脑八代六核I7-8700 标配8G 1T+128G GT730-2G独显 单主机+23.0IPS屏
联想（Lenovo）,联想（Lenovo） 扬天T4900d 商用办公台式机电脑 可选 i3 i5 或 i7 主机+21.5英寸显示器 定制i5-7400/16G/1T/2G/DVD
戴尔（DELL）,戴尔（DELL） Vostro成就系列-R13N8 商用办公台式机电脑可WIN7 板载pci丰富拓展 标配主机 + ( 无显示器 ) i3-6100 8G内存 1T硬盘 定制
联想（ThinkCentre）,联想（Lenovo）【带并口+串口】E74商用办公税控台式电脑主机WIN10/WIN7系统电脑 主机+23英寸窄边框显示器IPS 定制i5-6400/4G/500G/D/W7专业版
联想（Lenovo）,联想（Lenovo） 扬天T4900D商用台式机电脑主机T6900C升级款PCI插槽i5-7400 官方标配4G内存 500G 集成显卡win10 主机+商用19.5英寸显示器
戴尔（DELL）,戴尔（DELL）成就3668 台式机 电脑商用办公 游戏主机 i7-7700 可改win7 单主机（Win7版） i7 8G 1T机械硬盘 2G独显 定制版
狄派,狄派 I7四核/16G/GTX1060 3G独显LOL 吃鸡 家用 游戏电脑主机全套台式机电脑整机 主机（无显示器） 套餐二（I7四核/GTX1050 2G独显）
戴尔（DELL）,戴尔（DELL） 成就3268-23N8迷你台式机电脑整机 WiFi 蓝牙 3年上门 配21.5英寸办公显示器 (i3-7100 8G 256G固态)定制
联想（Lenovo）,联想（Lenovo） 启天B415 i3-7100商用办公税控企业电脑家用台式机整机带串口/PCI 主机+19.5英寸液晶显示器
联想（ThinkCentre）,联想（ThinkCentre） M710Q商用家用台式机电脑迷你小主机(无线wifi 蓝牙三年上门） 定制i5-7500T/8G内存/240G固态 单主机无显示器
狄派,狄派 八代I5-8400六核台式机整机游戏独显GTX1060直播吃鸡台式电脑主机全套 主机+27曲面显示器 配置一（i5 8400+8G+GTX750Ti）
宏碁（acer）,宏碁（acer） 商祺SQX4650 540N I3带九针串口 七代台式机整机商用电脑小机箱 键鼠 主机+19.5英寸显示器 I3-7100 4G 1T 7200转 标准版
戴尔（DELL）,戴尔（DELL） 灵越ins3670-19N0G i7-8700高性能游戏办公设计台式机DVD光驱 主机+21.5英寸显示器 16G 128G固态+1T 1050-2G定制
戴尔（DELL）,戴尔（DELL）precision T3620入门塔式图形工作站电脑台式机主机 T3620 主机+E2216Hv显示器 I3丨8G内存丨120G+1T丨P600 2G
联想（Lenovo）,联想（Lenovo） 扬天M4000e商务办公家用娱乐台式电脑迷你主机 主机+21.5英寸IPS显示器 i3-6100/4GB内存/500GB硬盘/集显
长城（Great,长城（Great Wall）一体机电脑 商务办公家用台式机电脑【三年保修 一年上门 正版Win10】 21.5英寸 G4900+4G+120G
nextfun,nextfun 超薄办公一体机电脑21-24寸i3i5四核家用游戏台式整机主机全套 尺寸：23.8英寸 酷睿I5 2410+4G+120G固态
天虹,天虹 酷睿i5/i7迷你电脑小主机 家用办公游戏DIY台式电脑 酷睿i5/4G/60G固态
联想（Lenovo）,联想（Lenovo） 拯救者刃7000 Ⅱ UIY吃鸡游戏设计家用台式电脑电竞八代六核I5-8400 定制8G 1T+128G GTX1050Ti-4G 主机+23.0IPS屏
戴尔（DELL）,戴尔(DELL)成就3670商用办公台式电脑整机(八代i7-8700 8G 1T 2G 三年上门 键鼠 WIFI 蓝牙)21.5英寸
DPAITEC,DPAITEC触摸一体机电脑18.5-27英寸电容屏办公家用壁挂收银台式整机全套 A1入门)18.5英寸触摸B940 4G/32G 壁挂支架
联想（Lenovo）,联想（Lenovo） 扬天A8000T/A8800T商用台式电脑办公主机I7-7700 定制版32G 2T+512固态 独显2G 主机+IPS23英寸显示器
典籍（DIANJI）,典籍（DIANJI） 21.5-23.6英寸一体机电脑 台式机电脑整机 21.5英寸/i5 4460/4G/128G
联想（Lenovo）,联想（Lenovo）台式机扬天T4900D七代i5四核固态独显2G商务办公电脑整机带PCI税控机 单主机（无显示器） 定制:i5-7400 4G 1T 带光驱 集显
联想（Lenovo）,联想（Lenovo）台式机扬天T4900D七代i5四核固态独显2G商务办公电脑整机带PCI税控机 单主机（无显示器） 定制:i5-7400 8G 1T+128G 集显
华硕（ASUS）,华硕（ASUS） 傲世V241窄边一体机电脑家用办公游戏台式电脑23.8英寸IPS高清屏 【配置一】黑曜金4405U/4G/1TB/核显
戴尔（DELL）,戴尔（DELL）灵越ins3470-R1428S 商用办公台式机电脑 游戏迷你主机 i5-8400 单主机（无显示器） i5-8400 8G 256G固态硬盘 定制
联想（Lenovo）,联想（Lenovo） 510A-15 商用家用办公台式机电脑 企业办公台式机 兼容win7 单主机（无显示器） 标配：i3-7100/4G/1T/核显
戴尔（DELL）,戴尔/DELL OptiPlex 3050/3046MT商用办公台式电脑主机i5/i3游戏台式机整 主机+27英寸显示器 IPS 主推二 i5-7500 8G 1T+128G固态
联想（Lenovo）,联想（Lenovo） 天逸510PRO家用商务台式机电脑 八代Intel酷睿处理器 主机+19.5英寸显示器 标配i3-8100/4G内存/1T硬盘/核显
联想（Lenovo）,联想（Lenovo） 启天B415商用办公台式机电脑内置PCI插槽九针串口 G3930 4G 500G 无光驱 集显win10 主机(无显示器)
戴尔（DELL）,戴尔（DELL）成就3668-3208台式机电脑 WiFi 3年上门 配23英寸窄边高清屏 (G4560 4G 1TB Win10)标配
惠普（HP）,惠普（HP） 280 Pro G2 MT台式机办公商用电脑288 G2 新版本 Win7 i5 6500 4G 1T win7 单主机无显示器
联想（Lenovo）,联想（Lenovo） T4900C/T6900C升级款扬天T4900D商用家用办公台式机电脑 主机+19.5英寸普通显示器 定制i3-7100/4G/1T+120G/1G独显
戴尔（DELL）,戴尔（DELL） 灵越ins3470 商用办公台式机电脑游戏迷你主机 i3-8100 主机+21.5英寸SE2218HV显示器 i3-8100 4G 128G固态硬盘 定制
戴尔（DELL）,戴尔（DELL） Vostro成就-R14N8 商用台式机电脑 企业办公主机i5-8400六核 带21.5英寸显示器-E2218HV i5-8400 8G1T+128G固态2G独显定制
戴尔（DELL）,戴尔（DELL）7060MT图形工作站台式电脑主机 i7-8700/32G/256G固态+2T GTX1050-2G显卡/定制版
清华同方（THTF）,清华同方(THTF)精锐T810商用办公电脑主机(八代i5-8400 8G 1T 内置wifi 后置COM win10）
戴尔（DELL）,戴尔（DELL） OptiPlex 7060MFF 商用微型台式电脑迷你主机 游戏办公客厅htpc 单主机 I5-8500T/8G/128G固态/标配版
戴尔（DELL）,戴尔（DELL） OptiPlex 7060MT商用办公台式机六核电脑主机整机7050MT升 单主机(含戴尔有线键鼠) 热卖一 i5-8500 8G 1TB 集显 定制
宏碁（acer）,宏碁（acer）宏基商祺SQX4650 台式电脑 i3商务游戏台式主机 独显小机箱台式机 i3-7100 单主机 WiFi版 4G内存 1T硬盘 集成显卡 标配
戴尔（DELL）,戴尔（DELL） OptiPlex 7050MT 商用台式电脑主机 7040MT升级款 带21.5英寸显示器-E2216HV i7-7700 8G1T DVDRW 集成显卡
戴尔（DELL）,戴尔（DELL） 成就3268 I3-7100酷睿双核 迷你商务办公台式机电脑 单主机 8G 256G固态 定制
亚当贝尔,亚当贝尔 四核/酷睿I5/i7独显GTX1050Ti组装家用办公游戏吃鸡台式机电脑主机整机 电脑主机 配置二 AMD830+GT750独显+8G
戴尔（DELL）,戴尔（DELL） 灵越AIO 3475 23.8英寸一体机窄边框家用办公游戏台式电脑整机 3475-R1608W (A6 8G 128G固态)定制
戴尔（DELL）,戴尔（DELL） OptiPlex 7060MT 商用企业办公台式电脑 i5八代六核电脑 单主机丨有线键盘鼠标 I5-8500丨8G丨1T+240G固态丨集显
戴尔（DELL）,戴尔（DELL） OptiPlex7050MT商用台式电脑主机 i7高配定制版 电脑整机 配23英寸显示器-E2316H i7-7700 16G 2T RW 4G独显
戴尔（DELL）,戴尔(DELL) Optiplex3050/3046MT商用办公台式电脑整机四核i5游戏设计绘图主机 带27英寸高清显示器 SE2717H i5-7500/8G/1T/2G独显/W10定制
AOC,AOC /冠捷 一体机电脑 商务办公家用台式电脑整机 23.8英寸 七代酷睿i5-7400 8G内存+120G固态硬盘
戴尔（DELL）,戴尔（DELL） Vos3268-R14N8 商用台式机电脑i5-7400四核 财务开票可改Win7 主机+E2216HV 21.5英寸显示器 (i5-7400 4GB 1TB 集显 ) 标配
惠普（HP）,惠普（HP） EliteDesk 800G3 DM 企业台式机电脑整机迷你台式机主机 单主机 七代i5/8G/1T
联想（Lenovo）,联想（Lenovo） 天逸510S台式机电脑家用学习游戏商务办公小主机 兼容中英文Win7/10 主机 无显示器 i7-7700 16G 1T+240G固态 2G独
泊顿,办公游戏电脑吃鸡主机台式机整机全套现货i3i5i7/16G/1050独显/绝地求生网吧台式组装机 配置二（四核X4-8g+500） 电脑主机+24曲面显示器（全套）
戴尔（DELL）,戴尔（DELL） Optiplex3050MT台式电脑 办公商用台式机i3主机 办公电脑主机 带21.5英寸显示器 E2216HV i3-7100 8G 1T+128SSD 集显
戴尔（DELL）,戴尔（DELL）成就Vos3268 商用办公 台式机电脑 迷你主机 财务开票 可改Win7 单主机（定制win10专业版） i5-7400 8G 128G固态硬盘 定制
戴尔（DELL）,戴尔（DELL） OptiPlex7060MFF迷你主机I5/I7商用办公台式电脑微型客厅htpc 主机+23.6英寸显示器带DP 热卖 I5 8G 1T+128G固态
联想（Lenovo）,联想游戏台式机电脑 K450e/Y700 8G 1T硬盘吃鸡电脑 高性能显卡 家用商务娱乐电脑整机 Y700套装：i3-6100 +23英寸显示器 GTX750ti 2G独立显卡
惠普（HP）,惠普授权店 285 Pro G2MT商务办公家用台式机电脑主机带COM串口支持win7 系统 主机+ 19.45英寸LED黑色显示器 双核A4 7350 4G 500 NoCD
联想（Lenovo）,联想（Lenovo） 企业采购 商用电脑台式机主机I3-6100 4G 500G 三年上门 标配单主机+19.5英寸LED显示器
联想（Lenovo）,联想（Lenovo） 擎天T510A-15 家用商务办公台式机电脑整机AMD A6双核电脑主机 主机（含键鼠）+21.5英寸显示器 A6-8570 4G128G固态 Win10 标配
联想（Lenovo）,联想（Lenovo） 联想一体机电脑AIO 520 致美一体机 游戏商用办公轻薄台式一体电脑八代I3 酷睿i3-8100T/8GB 1TB/定制 黑色
惠普（HP）,惠普（HP） 390系列 商用台式机 办公财务开票电脑主机 带串口 单主机+24英寸IPS显示器 i5-8400 高频8G 1T 定制
惠普（HP）,惠普（HP）光影精灵2代 H370芯片组家用吃鸡游戏办公电竞台式机电脑主机 单主机+25英寸电竞显示器 i7八代 16G高频 1T+128G 1060显卡
小黄鱼（Fishminer）,小黄鱼（Fishminer） 爆频四核/GTX1050TI游戏台式电脑主机组装台式机办公商用整机全套 主机+24英寸曲面显示器 套餐二：760K四核+120G+750Ti 2G
戴尔（DELL）,戴尔（DELL）vostro成就3268-23n8商用台式机i3处理器迷你电脑主机可装win7小机箱 主机+23.8英寸显示器1080P I3-7100/8G/1T/独显2G /定制
戴尔（DELL）,戴尔（DELL）OptiPlex 7060SFF 高性能企业商用台式机电脑 办公小机箱 八代i7六核 单主机 i7-8700/16G/1T+128G固态2G独显
佐瀚（zuohan）,佐瀚（zuohan） 24英寸无边框超薄高清一体机电脑i3/i5/i7四核游戏台式主机整机 N3520四核/4G/60G 24英寸全视角
戴尔（DELL）,戴尔（DELL） Vostro 3668-R2308 台式机电脑 企业商用办公主机 (i3-8100 8G 1T Win10)定制 WIFI 蓝牙
戴尔（DELL）,戴尔（DELL）OptiPlex 3050/3046MT商用办公台式电脑整机酷睿i5游戏台式机主机 单主机不含显示器 热卖一 i3-7100 8G 1TB 集显
nextfun,nextfun 超薄办公一体机电脑21-24寸i3i5四核家用游戏台式整机主机全套 尺寸：21.5英寸 酷睿I5 2410+8G+240G固态
惠普（HP）,惠普（HP）暗影光影精灵4 台式机吃鸡游戏电脑主机GTX1060 6G独显八代六核 i7-8700 主机+27英寸显示器 标准版16G内存256G固态1T机械
戴尔（DELL）,戴尔（DELL） OptiPlex7060MT 企业商用台式机电脑 性能级i7六核主机板载PCI串口 单主机 ( 带键盘鼠标) i7-8700丨8G丨1T丨集成显卡
联想（Lenovo）,【轻办公】联想（Lenovo）扬天M4900k 商用办公台式机电脑七代处理器 15L机箱 【定制】i5-7400 4G内存 1T 2G独显 标配主机+19.5英寸显示器
得丽珑,得丽珑 17英寸电阻触摸屏一体机工业平板电脑触控点餐收款台式工控机 17电阻常规式 D81-酷睿i3双核3.5G/4G/32G
戴尔（DELL）,戴尔（DELL） T3630塔式图形工作站主机台式机电脑（T3620升级版） I7-8700K 6核 3.7GHz+显示器 32G内存／480G SSD／1080TI
联想（Lenovo）,联想（Lenovo） 启天M415系列 酷睿i5/i7处理器商务办公台式机电脑 【定制】i5-6500 8G内存 1T 核显 单主机+21.5英寸显示器
外星人（alienware）,外星人（alienware） ALW R7 酷睿八代六核独显游戏台式电脑主机戴尔 单主机 3938 i7/16G/GTX1080 8G
戴尔（DELL）,戴尔（DELL） 5050MT 商用办公主机 四核i5台式电脑整机 大机箱含19.5英寸显示器SE2018Hv i5-7500/8G/1T/DVD/集显定制
AOC,AOC 一体机电脑七代酷睿台式吃鸡电脑高清游戏整机23.8英寸 I5 7500/8G/GTX1050 双硬盘
惠普（HP）,惠普（HP） ProDesk 285G2 G3 MT 四核商用办公品牌整机套机单主机台式机电脑 A4-7350 4G 500G 无光驱 win7 单主机+20英寸显示器
戴尔（DELL）,戴尔（DELL） 7050MT 台式机电脑 i5-7500四核 GTX1050-2G独显 单主机（不含显示器） i5-7500丨16G丨128G固态+1T 定制
戴尔（DELL）,戴尔（DELL） OptiPlex 3050MT 商用台式机电脑 企业办公主机 可改WIN7系统 （定制Windows 7专业版） i5-7500/8G/1T+128G固态/2G独显
联想（Lenovo）,联想（Lenovo） P520C图形工作站主机 台式机电脑(P410升级版） 1*W-2102 4核2.9G+P600 2G 32G内存|256G+2T硬盘
联想（Lenovo）,联想（Lenovo）扬天T4900d i3商用办公台式机九针串口家用电脑整机 标配主机 （无显示器） i3-7100 4G 500G 无光驱 集显
彐星（XUEXING）,彐星（XUEXING） 18.5-27英寸一体机电脑办公家用独显游戏台式主机整机 A9套餐:i7 2620/4G/128G 27英寸
联想（Lenovo）,联想（Lenovo）台式机电脑启天M415 i5-7500四核独显商务办公整机带PCI支持Win7 主机+19.5英寸显示器 定制:i5-7500 8G 1T 独显2G 光驱
联想（Lenovo）,联想（Lenovo） 联想台式机电脑天逸510pro 八代i5六核商用办公游戏台式电脑整机 主机（含键鼠）+21.5英寸显示器 i5-8400四核 8G 1TB 集成显卡 定制
联想（Lenovo）,联想商用台式机电脑ThinkCentre E74企业办公税控台式电脑整机I7四核2G独显DVD刻录 主机+23英寸显示器 I7-6700四核 8G 1TB 2G独显
戴尔（DELL）,戴尔（DELL） OptPlex 3060MT商用办公台式电脑大机箱主机3050MT升级款 单主机 定制：I5-8500/8G/1T/集显
联想（Lenovo）,联想（Lenovo）启天M4650/M415/M4600商用办公家用娱乐台式机整机电脑 标配（i3-6100 4G 1T DVD 集显） 单主机（无含显示器）
戴尔（DELL）,戴尔（DELL） 成就 Vostro 3267/3268商用台式电脑主机游戏主机迷你小主机 单主机 (不含显示器) I3 4GB 1T硬盘+128G固态 集显 定制
品铂（PIPO）,品铂（PIPO） X10 pro 企业版10.8英寸触屏4GB+64GB运存迷你小台式电脑主机一体机 64G 黑色 官方标配+有线鼠标+USB键盘
戴尔（DELL）,戴尔（DELL） OptiPlex 7050MT 商用台式机电脑主机 高性能七代i5四核 i5-7500 8G 1T+128G固态 2G独显
酷耶（Cooyes）,酷耶（Cooyes） 19-27英寸一体机电脑台式主机i5i7独显游戏办公家用整机全套 A2套餐
联想（Lenovo）,联想（Lenovo） AIO 520 致美一体机游戏家用办公台式电脑21.5英寸 酷睿八代四核 i3-8100T定制8G1T+128G固态 黑色
